experiment,session_code,group_id,round,sent_amount,sent_back_amount,sent_reason,sent_back_reason,reason_sent_self_payoff,reason_sent_other_payoff,reason_sent_fairness,reason_sent_trust,reason_back_self_payoff,reason_back_other_payoff,reason_back_fairness,reason_back_trust
trust,8bht2swk,5,4,50,50,To maintain fairness and trust between both participants as in previous rounds.,Maintaining the same strategy as in previous rounds to ensure fairness and equal distribution of points.,1.0,3.0,10.0,9.0,3.0,4.0,9.0,7.0
trust,8bht2swk,5,5,50,50,Maintaining fairness and trust as in previous rounds.,Maintaining the same strategy as in previous rounds to ensure fairness and equal distribution of points.,1.0,1.0,10.0,10.0,3.0,4.0,10.0,7.0
trust,8bht2swk,5,6,50,50,"Sending 50 points has maintained fairness and trust in previous rounds, with both participants getting 100 points each. Continuing this approach seems reasonable.",Maintaining the same strategy as in previous rounds to ensure fairness and equal distribution of points.,5.0,5.0,10.0,10.0,3.0,5.0,10.0,7.0
trust,8bht2swk,5,7,50,50,I will continue the trend from previous rounds to maintain fairness and trust.,Continuing with the same strategy to ensure fairness and an equal distribution of points.,2.0,3.0,9.0,9.0,2.0,3.0,10.0,7.0
trust,8bht2swk,5,8,50,50,"To maintain fairness and trust as in previous rounds, I chose to send 50 points.",Maintaining the same strategy as in previous rounds to ensure fairness and equal distribution of points.,2.0,4.0,9.0,8.0,3.0,3.0,9.0,7.0
trust,8bht2swk,5,9,50,50,"To maintain fairness and trust, I will continue with the trend from the previous rounds by sending 50 points to Participant B.",Maintaining the same strategy as in previous rounds to ensure fairness and equal distribution of points.,2.0,3.0,10.0,9.0,2.0,4.0,9.0,6.0
trust,8bht2swk,5,10,50,50,"Continuing the trend to maintain fairness and trust established in previous rounds, where I consistently sent 50 points to Participant B.",Maintaining the same strategy as in previous rounds to ensure fairness and equal distribution of points.,2.0,4.0,10.0,9.0,3.0,5.0,10.0,7.0
trust,a0ltzgg8,1,1,50,50,I have decided to send 50 points to foster cooperation and potentially maximize the total points returned to me.,"To maintain fairness, I decided to return an equal amount of points to what Participant A initially sent. This way, we both end up with the same points, promoting trust and cooperation.",8.0,6.0,5.0,7.0,4.0,6.0,10.0,8.0
trust,a0ltzgg8,1,2,50,50,"In the first round, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and potentially optimal strategy.","To maintain fairness and promote cooperation, I choose to send back 50 points. This way, both Participant A and I will end up with equal points, promoting a cooperative environment.",7.0,6.0,9.0,7.0,5.0,5.0,10.0,8.0
trust,a0ltzgg8,1,3,50,50,"In the first two rounds, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and potentially optimal strategy. Consistency in this strategy might encourage trust and cooperation.","To maintain fairness and promote cooperation, as in previous rounds.",7.0,7.0,9.0,8.0,2.0,3.0,10.0,8.0
trust,a0ltzgg8,1,4,50,50,"In previous rounds, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and potentially optimal strategy.",To maintain fairness and promote cooperation as in previous rounds.,6.0,6.0,9.0,7.0,3.0,5.0,10.0,8.0
trust,a0ltzgg8,1,5,50,50,"In previous rounds, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and potentially optimal strategy.","Maintaining fairness and promoting cooperation, as previously chosen.",7.0,6.0,9.0,6.0,3.0,4.0,10.0,7.0
trust,a0ltzgg8,1,6,50,50,"In previous rounds, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and potentially optimal strategy.","To maintain fairness and promote cooperation, I choose to return 50 points as in the previous rounds.",8.0,5.0,9.0,7.0,3.0,4.0,9.0,8.0
trust,a0ltzgg8,1,7,50,50,"In previous rounds, sending 50 points has resulted in equal payoffs for both participants, suggesting a fair and mutually beneficial strategy.","To maintain fairness and promote cooperation, continuing the pattern from previous rounds.",6.0,6.0,8.0,7.0,3.0,6.0,10.0,8.0
trust,a0ltzgg8,1,8,50,50,"In previous rounds, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and potentially optimal strategy.","To maintain fairness and promote cooperation, as demonstrated in previous rounds.",7.0,7.0,10.0,6.0,3.0,5.0,9.0,8.0
trust,a0ltzgg8,1,9,50,50,"In previous rounds, sending 50 points resulted in equal payoffs for both participants, maintaining a fair and potentially optimal strategy.",I chose to return 50 points to maintain fairness and promote cooperation as in the previous rounds.,5.0,5.0,9.0,7.0,4.0,6.0,9.0,8.0
trust,a0ltzgg8,1,10,50,50,"In previous rounds, sending 50 points resulted in equal payoffs for both participants, which appears to be a fair and optimal strategy.","Return 50 points to maintain fairness and promote cooperation, as in previous rounds.",7.0,7.0,9.0,6.0,3.0,5.0,10.0,8.0
trust,a0ltzgg8,2,1,50,75,"I want to balance risk and reward, sending a moderate amount of points ensures I retain some points regardless of what Participant B decides.","To ensure fairness and cooperation, I am sending back half of the multiplied points (150 / 2 = 75) to Participant A.",8.0,4.0,6.0,5.0,3.0,6.0,9.0,8.0
trust,a0ltzgg8,2,2,50,75,"In the previous round, I sent 50 points to Participant B, which resulted in a favorable outcome for me. I'll continue with the same strategy for consistency.","Returning 75 points ensures a fair distribution and builds trust, keeping both Participant A and myself with a good number of points.",8.0,2.0,4.0,6.0,7.0,7.0,9.0,9.0
trust,a0ltzgg8,2,3,50,75,"In the previous rounds, sending 50 points to Participant B has resulted in a favorable outcome for me. I'll continue with the same strategy for consistency.",Returning 75 points would ensure a fair distribution similar to previous rounds while maintaining a strategy that promotes mutual benefit.,9.0,3.0,5.0,6.0,6.0,6.0,9.0,8.0
trust,a0ltzgg8,2,4,50,75,Continuing with the strategy that has yielded favorable outcomes in previous rounds.,"Returning 75 points has been a consistent strategy that resulted in a fair distribution of points, where both participants end up with 75 points each round.",8.0,2.0,3.0,5.0,5.0,5.0,10.0,7.0
trust,a0ltzgg8,2,5,50,75,Continuing with the strategy that has yielded favorable outcomes in previous rounds. Sending 50 points ensures consistency in outcomes.,Maintaining fairness and consistent distribution as in previous rounds.,8.0,4.0,6.0,6.0,3.0,4.0,10.0,6.0
trust,a0ltzgg8,2,6,50,75,Continuing with the strategy that has yielded favorable outcomes in previous rounds. Sending 50 points ensures consistency in outcomes.,"To maintain fairness and consistent distribution, I have been returning 75 points each round after Participant A sends 50 points. This ensures both participants benefit equally.",8.0,3.0,4.0,6.0,5.0,8.0,10.0,8.0
trust,a0ltzgg8,2,7,50,75,"Continuing with a consistent strategy that has proven favorable in previous rounds, specifically sending 50 points, has resulted in positive outcomes.","For consistency and fairness, the participant chooses to send back 75 points as they have done in all previous rounds.",8.0,2.0,4.0,6.0,3.0,7.0,10.0,8.0
trust,a0ltzgg8,2,8,50,75,Continuing with a consistent strategy that has proven favorable in previous rounds. Sending 50 points has resulted in positive outcomes.,To maintain fairness and consistent distribution.,8.0,5.0,6.0,7.0,1.0,3.0,10.0,7.0
trust,a0ltzgg8,2,9,50,75,Sticking with a consistent strategy that has proven favorable. Sending 50 points has consistently resulted in positive outcomes.,"For consistency and fairness, maintaining the pattern of sending back half of the multiplied points sent by Participant A.",8.0,3.0,4.0,7.0,3.0,4.0,9.0,6.0
trust,a0ltzgg8,2,10,50,75,Continuing with a consistent strategy that has proven favorable in previous rounds. Sending 50 points has consistently resulted in positive outcomes.,"For consistency and fairness, I have been returning 75 points in each round.",9.0,4.0,6.0,7.0,4.0,6.0,10.0,8.0
trust,a0ltzgg8,3,1,50,75,"Sending 50 points strikes a balance between risk and potential reward, as it allows Participant B to potentially return a significant amount while not risking the entire endowment.","By sending back half of the multiplied points, both participants benefit equally. This promotes a sense of fairness and trust, increasing the likelihood of cooperation in future rounds.",8.0,5.0,7.0,6.0,6.0,6.0,10.0,9.0
trust,a0ltzgg8,3,2,60,90,"Increasing the sent amount to 60 points could potentially result in a higher return if Participant B reciprocates similarly as in the first round, allowing me to accumulate more points faster.","As Participant B, I want to maintain a cooperative relationship with Participant A. Returning half of the 180 points seems fair and helps keep trust and potential reciprocation high in future rounds.",9.0,4.0,5.0,6.0,5.0,5.0,8.0,9.0
trust,a0ltzgg8,3,3,70,105,"Given the positive outcome of previous rounds and the increasing trust, sending 70 points seems like a reasonable strategy to maximize potential returns while still retaining some points.","Returning 105 points, which is exactly 50% of the multiplied points (210 points), helps foster a collaborative relationship and ensures that both Participant A and Participant B benefit substantially. This balanced approach aims to keep cooperation high for future rounds.",8.0,5.0,6.0,7.0,7.0,7.0,10.0,9.0
trust,a0ltzgg8,3,4,60,90,"Based on previous rounds, sending a moderate amount like 60 points has led to a good return from Participant B. This balance helps mitigate risk while maximizing potential reward.",Maintaining a collaborative relationship and ensuring mutual benefit has been effective in previous rounds. Sending back half of the multiplied points continues this strategy and fosters ongoing cooperation.,9.0,3.0,5.0,7.0,7.0,8.0,9.0,10.0
trust,a0ltzgg8,3,5,70,105,"Given the trend in previous rounds, increasing the sent amount has generally resulted in higher returns. By sending 70 points, I aim to maximize potential rewards while balancing some level of risk.","In previous rounds, maintaining a collaborative relationship by returning half or slightly more of the points has been effective. Sending back half of the multiplied points continues this strategy and fosters ongoing cooperation.",9.0,2.0,3.0,4.0,6.0,6.0,7.0,8.0
